"state","day","rep_estimate","dem_estimate","other_estimate"
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-30,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-08-31,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-01,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-02,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-03,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-04,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-05,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-06,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-07,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
"",2017-09-08,NA,NA,NA
