"state","day","rep_estimate","dem_estimate","other_estimate"
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-28,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-29,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
"",2019-08-30,NA,NA,NA
