"state","day","rep_estimate","dem_estimate","other_estimate"
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-29,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-30,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-08-31,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-01,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-02,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-03,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
"",2007-09-04,NA,NA,NA
