"state","day","rep_estimate","dem_estimate","other_estimate"
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-02,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-03,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-04,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-05,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
"",2015-09-06,NA,NA,NA
