"state","day","rep_estimate","dem_estimate","other_estimate"
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-28,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-29,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-30,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-08-31,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-01,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-02,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-03,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-04,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-05,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-06,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-07,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-08,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-09,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-10,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-11,NA,NA,NA
"",2013-09-12,NA,NA,NA
"",2013-09-12,NA,NA,NA
"",2013-09-12,NA,NA,NA
"",2013-09-12,NA,NA,NA
"",2013-09-12,NA,NA,NA
